"id","icao24","callsign","origin_country","time_position","last_contact","longitude","latitude","baro_altitude","on_ground","velocity","true_track","vertical_rate","geo_altitude","squawk","spi","position_source","timestamp"
364,"801616","IGO53AE ","India","1752745164","1752745165","73.0809","19.9477","9448.8",False,"236.4","351.11","0","10050.78",NULL,False,0,"2025-07-17 15:09:34.905591+05:30"
365,"801623","AXB1214 ","India","1752745166","1752745166","73.3418","16.1372","5661.66",False,"189.11","333.5","7.48","5829.3",NULL,False,0,"2025-07-17 15:09:34.905591+05:30"
366,"80160d","AXB2738 ","India","1752745165","1752745165","77.8283","13.1885","1501.14",False,"80.77","270.36","-4.55","1424.94",NULL,False,0,"2025-07-17 15:09:34.905591+05:30"
367,"80161c","","India","1752745162","1752745162","75.449","11.8086","6964.68",False,"186.42","312.54","8.78","7284.72",NULL,False,0,"2025-07-17 15:09:34.905591+05:30"
368,"801627","AXB1153 ","India","1752745162","1752745162","76.8509","28.9381","2971.8",False,"128.9","193.15","-3.58","3032.76",NULL,False,0,"2025-07-17 15:09:34.905591+05:30"
369,"801632","AKJ156C ","India","1752745166","1752745166","86.5239","22.9688","8625.84",False,"204.38","92.16","-9.1","9174.48","0337",False,0,"2025-07-17 15:09:34.905591+05:30"
370,"80161d","AKJ136V ","India","1752745165","1752745165","77.5276","13.7399","5402.58",False,"193.72","333.5","8.13","5593.08",NULL,False,0,"2025-07-17 15:09:34.905591+05:30"
371,"801685","AXB1596 ","India","1752745164","1752745165","88.1412","22.6472","3535.68",False,"159.41","309.24","10.08","3619.5","1361",False,0,"2025-07-17 15:09:34.914053+05:30"
372,"80167f","AIC2465 ","India","1752745166","1752745166","77.0553","27.1924","9075.42",False,"196.79","183","4.55","9677.4",NULL,False,0,"2025-07-17 15:09:34.915082+05:30"
373,"801699","AXB1574 ","India","1752745165","1752745165","77.7084","13.4636","4152.9",False,"163.9","69.8","8.13","4251.96",NULL,False,0,"2025-07-17 15:09:34.916064+05:30"
374,"80164b","IGO1154 ","India","1752745166","1752745166","78.4484","28.468","8092.44",False,"233.46","289.03","-6.83","8595.36",NULL,False,0,"2025-07-17 15:09:34.916064+05:30"
375,"80164e","AIC2628 ","India","1752745165","1752745165","72.8337","17.605","9555.48",False,"245.98","1.44","3.58","10119.36",NULL,False,0,"2025-07-17 15:09:34.917062+05:30"
376,"801663","IGO2521 ","India","1752745165","1752745165","78.5283","27.9153","6995.16",False,"207.75","124.2","3.25","7383.78",NULL,False,0,"2025-07-17 15:09:34.917062+05:30"
377,"801667","AIC388  ","India","1752745165","1752745166","89.3765","20.7972","11285.22",False,"234.9","126.72","2.6","12039.6","0553",False,0,"2025-07-17 15:09:34.918061+05:30"
378,"801660","VTZTT   ","India","1752745165","1752745165","73.9599","17.5644","11879.58",False,"223.75","148.54","-0.33","12611.1",NULL,False,0,"2025-07-17 15:09:34.918061+05:30"
379,"801673","AXB711  ","India","1752745165","1752745165","70.8401","17.671","10363.2",False,"251.46","296.36","0","10995.66",NULL,False,0,"2025-07-17 15:09:34.918061+05:30"
380,"801670","AXB2656 ","India","1752745165","1752745166","87.3218","23.0332","11582.4",False,"247.82","215.54","0","12359.64","2614",False,0,"2025-07-17 15:09:34.919063+05:30"
381,"801641","AXB1142 ","India","1752745164","1752745164","87.6968","26.0963","11277.6",False,"232.6","88.61","0","12054.84","0533",False,0,"2025-07-17 15:09:36.226434+05:30"
382,"801653","GOA5502 ","India","1752745140","1752745140","77.5873","13.2596","1828.8",False,"89.61","303.05","4.23","1859.28",NULL,False,0,"2025-07-17 15:09:36.234762+05:30"
383,"80160a","IGO639P ","India","1752745164","1752745164","73.7838","17.3493","10668",False,"222.78","145.06","0","11338.56",NULL,False,0,"2025-07-17 15:09:36.23713+05:30"
384,"801616","IGO53AE ","India","1752745164","1752745164","73.0809","19.9477","9448.8",False,"236.4","351.11","0","10050.78",NULL,False,0,"2025-07-17 15:09:36.23713+05:30"
385,"801623","AXB1214 ","India","1752745163","1752745164","73.3441","16.1327","5638.8",False,"189.11","333.5","7.48","5829.3",NULL,False,0,"2025-07-17 15:09:36.23713+05:30"
386,"80160d","AXB2738 ","India","1752745164","1752745164","77.8291","13.1885","1501.14",False,"81.28","270.36","-4.55","1432.56",NULL,False,0,"2025-07-17 15:09:36.23713+05:30"
387,"80161c","","India","1752745162","1752745162","75.449","11.8086","6964.68",False,"186.42","312.54","8.78","7284.72",NULL,False,0,"2025-07-17 15:09:36.23713+05:30"
388,"801627","AXB1153 ","India","1752745162","1752745162","76.8509","28.9381","2971.8",False,"128.9","193.15","-3.58","3032.76",NULL,False,0,"2025-07-17 15:09:36.243045+05:30"
389,"801632","AKJ156C ","India","1752745164","1752745165","86.5209","22.9689","8641.08",False,"204.38","92.16","-9.1","9189.72","0337",False,0,"2025-07-17 15:09:36.243045+05:30"
390,"80161d","AKJ136V ","India","1752745164","1752745164","77.528","13.7391","5402.58",False,"193.72","333.5","8.13","5593.08",NULL,False,0,"2025-07-17 15:09:36.246284+05:30"
391,"801685","AXB1596 ","India","1752745164","1752745164","88.1419","22.6466","3520.44",False,"159.01","309.35","10.4","3611.88","1361",False,0,"2025-07-17 15:09:36.248294+05:30"
392,"80167f","AIC2465 ","India","1752745165","1752745165","77.0554","27.1942","9067.8",False,"196.81","183.15","4.23","9669.78",NULL,False,0,"2025-07-17 15:09:36.249296+05:30"
393,"801699","AXB1574 ","India","1752745164","1752745164","77.707","13.4631","4145.28",False,"163.9","69.8","8.13","4251.96",NULL,False,0,"2025-07-17 15:09:36.250297+05:30"
394,"80164b","IGO1154 ","India","1752745165","1752745165","78.4508","28.4673","8100.06",False,"233.46","289.03","-6.83","8610.6",NULL,False,0,"2025-07-17 15:09:36.253075+05:30"
395,"80164e","AIC2628 ","India","1752745165","1752745165","72.8336","17.6029","9547.86",False,"245.98","1.44","3.58","10119.36",NULL,False,0,"2025-07-17 15:09:36.259688+05:30"
396,"801663","IGO2521 ","India","1752745164","1752745164","78.5264","27.9164","6987.54",False,"207.33","124.28","3.58","7376.16",NULL,False,0,"2025-07-17 15:09:36.260683+05:30"
397,"801667","AIC388  ","India","1752745164","1752745165","89.3746","20.7985","11285.22",False,"234.9","126.72","2.6","12039.6","0553",False,0,"2025-07-17 15:09:36.26149+05:30"
398,"801660","VTZTT   ","India","1752745165","1752745165","73.9589","17.5659","11879.58",False,"223.75","148.54","-0.65","12611.1",NULL,False,0,"2025-07-17 15:09:36.26149+05:30"
399,"801673","AXB711  ","India","1752745164","1752745164","70.8429","17.6696","10363.2",False,"251.46","296.36","0","10995.66",NULL,False,0,"2025-07-17 15:09:36.265226+05:30"
400,"801670","AXB2656 ","India","1752745164","1752745165","87.3232","23.035","11582.4",False,"247.82","215.54","0","12367.26","2614",False,0,"2025-07-17 15:09:36.267244+05:30"
401,"801641","AXB1142 ","India","1752745174","1752745174","87.7191","26.0968","11277.6",False,"233.11","88.61","-0.33","12054.84","0533",False,0,"2025-07-17 15:09:47.406336+05:30"
402,"801653","GOA5502 ","India","1752745140","1752745140","77.5873","13.2596","1828.8",False,"89.61","303.05","4.23","1859.28",NULL,False,0,"2025-07-17 15:09:47.725654+05:30"
403,"80160a","IGO639P ","India","1752745175","1752745175","73.7953","17.3334","10668",False,"222.78","145.06","0","11330.94",NULL,False,0,"2025-07-17 15:09:47.755867+05:30"
404,"801616","IGO53AE ","India","1752745171","1752745173","73.0786","19.9616","9448.8",False,"236.4","351.11","0","10050.78",NULL,False,0,"2025-07-17 15:09:47.795901+05:30"
405,"801623","AXB1214 ","India","1752745174","1752745174","73.335","16.1502","5715",False,"190.27","333.16","6.5","5943.6",NULL,False,0,"2025-07-17 15:09:47.84686+05:30"
406,"80160d","AXB2738 ","India","1752745170","1752745170","77.8246","13.1885","1478.28",False,"79.23","270.37","-3.9","1402.08",NULL,False,0,"2025-07-17 15:09:47.920102+05:30"
407,"80161c","","India","1752745162","1752745162","75.449","11.8086","6964.68",False,"186.42","312.54","8.78","7284.72",NULL,False,0,"2025-07-17 15:09:47.984854+05:30"
408,"801627","AXB1153 ","India","1752745174","1752745174","76.8471","28.924","2918.46",False,"129.4","193.1","-4.88","2971.8",NULL,False,0,"2025-07-17 15:09:48.087278+05:30"
409,"801632","AKJ156C ","India","1752745175","1752745175","86.5424","22.9682","8549.64",False,"203.89","92.31","-8.78","9090.66","0337",False,0,"2025-07-17 15:09:48.276042+05:30"
410,"80161d","AKJ136V ","India","1752745173","1752745173","77.5206","13.7536","5478.78",False,"194.18","333.57","9.1","5631.18",NULL,False,0,"2025-07-17 15:09:48.290938+05:30"
411,"801685","AXB1596 ","India","1752745174","1752745174","88.1296","22.6558","3634.74",False,"161.73","308.8","13","3733.8","1361",False,0,"2025-07-17 15:09:48.389997+05:30"
412,"80167f","AIC2465 ","India","1752745175","1752745175","77.0544","27.1767","9121.14",False,"196.76","182.85","5.85","9723.12",NULL,False,0,"2025-07-17 15:09:48.462762+05:30"
413,"801699","AXB1574 ","India","1752745173","1752745174","77.7199","13.4691","4221.48",False,"165.16","59.28","8.13","4328.16",NULL,False,0,"2025-07-17 15:09:48.540644+05:30"
414,"801641","AXB1142 ","India","1752745185","1752745185","87.7462","26.0974","11277.6",False,"233.11","88.61","0","12054.84","0533",False,0,"2025-07-17 15:09:48.610395+05:30"
415,"80164b","IGO1154 ","India","1752745175","1752745175","78.4288","28.4739","8039.1",False,"235.09","289.03","-7.48","8542.02",NULL,False,0,"2025-07-17 15:09:48.610395+05:30"
416,"801653","GOA5502 ","India","1752745140","1752745140","77.5873","13.2596","1828.8",False,"89.61","303.05","4.23","1859.28",NULL,False,0,"2025-07-17 15:09:48.684564+05:30"
417,"80164e","AIC2628 ","India","1752745174","1752745174","72.8342","17.625","9585.96",False,"245.47","1.44","3.25","10165.08",NULL,False,0,"2025-07-17 15:09:48.715492+05:30"
418,"80160a","IGO639P ","India","1752745186","1752745186","73.8098","17.3136","10668",False,"223.2","145.14","0","11330.94",NULL,False,0,"2025-07-17 15:09:48.747143+05:30"
419,"801663","IGO2521 ","India","1752745174","1752745174","78.5446","27.9054","7018.02",False,"209.61","124.2","0.33","7414.26",NULL,False,0,"2025-07-17 15:09:48.824201+05:30"
420,"801616","IGO53AE ","India","1752745182","1752745185","73.0748","19.9843","9448.8",False,"235.89","351.09","0","10050.78",NULL,False,0,"2025-07-17 15:09:48.864338+05:30"
421,"801667","AIC388  ","India","1752745174","1752745174","89.3933","20.7854","11315.7",False,"234.9","126.72","3.9","12070.08","0553",False,0,"2025-07-17 15:09:48.918173+05:30"
422,"801623","AXB1214 ","India","1752745186","1752745186","73.3249","16.1696","5798.82",False,"191.88","333.23","6.83","6035.04",NULL,False,0,"2025-07-17 15:09:49.004414+05:30"
423,"801660","VTZTT   ","India","1752745175","1752745175","73.9701","17.5484","11879.58",False,"223.75","148.54","0","12611.1",NULL,False,0,"2025-07-17 15:09:49.022477+05:30"
424,"80160d","AXB2738 ","India","1752745170","1752745170","77.8246","13.1885","1478.28",False,"79.23","270.37","-3.9","1402.08",NULL,False,0,"2025-07-17 15:09:49.078249+05:30"
425,"801673","AXB711  ","India","1752745174","1752745174","70.821","17.6801","10363.2",False,"251.93","296.3","-0.33","10995.66",NULL,False,0,"2025-07-17 15:09:49.165126+05:30"
426,"80161c","","India","1752745186","1752745186","75.4175","11.8369","7101.84",False,"190.81","312.38","4.55","7414.26",NULL,False,0,"2025-07-17 15:09:49.181121+05:30"
427,"801670","AXB2656 ","India","1752745174","1752745174","87.3092","23.0168","11582.4",False,"247.52","215.44","0.33","12367.26","2614",False,0,"2025-07-17 15:09:49.229871+05:30"
428,"801627","AXB1153 ","India","1752745183","1752745186","76.8447","28.9146","2880.36",False,"128.9","193.15","-5.2","2926.08",NULL,False,0,"2025-07-17 15:09:49.307924+05:30"
429,"801632","AKJ156C ","India","1752745185","1752745185","86.563","22.9674","8450.58",False,"202.86","92.33","-8.45","8983.98","0337",False,0,"2025-07-17 15:09:49.385539+05:30"
430,"80161d","AKJ136V ","India","1752745176","1752745176","77.5188","13.7572","5501.64",False,"194.41","333.43","9.1","5699.76",NULL,False,0,"2025-07-17 15:09:49.492627+05:30"
431,"801685","AXB1596 ","India","1752745185","1752745185","88.1156","22.6662","3794.76",False,"163.66","308.49","13.98","3893.82","1361",False,0,"2025-07-17 15:09:49.542631+05:30"
432,"80167f","AIC2465 ","India","1752745186","1752745187","77.0534","27.1562","9204.96",False,"195.66","182.41","8.13","9814.56",NULL,False,0,"2025-07-17 15:09:49.623439+05:30"
433,"801699","AXB1574 ","India","1752745186","1752745186","77.7364","13.4791","4328.16",False,"166.59","58.13","9.1","4442.46",NULL,False,0,"2025-07-17 15:09:49.652004+05:30"
434,"80164b","IGO1154 ","India","1752745187","1752745187","78.4011","28.4824","7947.66",False,"235.57","288.99","-6.83","8442.96",NULL,False,0,"2025-07-17 15:09:49.725439+05:30"
435,"80164e","AIC2628 ","India","1752745187","1752745187","72.8349","17.6519","9631.68",False,"245.47","1.44","3.9","10210.8",NULL,False,0,"2025-07-17 15:09:49.825737+05:30"
436,"801663","IGO2521 ","India","1752745186","1752745186","78.5651","27.893","7018.02",False,"210.32","124.23","-0.33","7406.64",NULL,False,0,"2025-07-17 15:09:49.856364+05:30"
437,"801667","AIC388  ","India","1752745185","1752745185","89.4118","20.772","11361.42",False,"234.7","129.31","4.55","12115.8","0553",False,0,"2025-07-17 15:09:49.899204+05:30"
438,"801660","VTZTT   ","India","1752745186","1752745186","73.9821","17.5295","11879.58",False,"222.6","148.51","0.33","12611.1",NULL,False,0,"2025-07-17 15:09:49.92167+05:30"
439,"801673","AXB711  ","India","1752745186","1752745186","70.7961","17.6919","10363.2",False,"251.93","296.3","0","10995.66",NULL,False,0,"2025-07-17 15:09:49.952109+05:30"
440,"801670","AXB2656 ","India","1752745185","1752745185","87.2942","22.9973","11582.4",False,"247.65","215.27","0.33","12367.26","2614",False,0,"2025-07-17 15:09:49.980005+05:30"
441,"801641","AXB1142 ","India","1752745192","1752745194","87.7628","26.0977","11277.6",False,"233.11","88.61","0","12054.84","0533",False,0,"2025-07-17 15:10:02.673488+05:30"
442,"801641","AXB1142 ","India","1752745192","1752745194","87.7628","26.0977","11277.6",False,"233.11","88.61","0","12054.84","0533",False,0,"2025-07-17 15:10:02.675024+05:30"
443,"801653","GOA5502 ","India","1752745140","1752745140","77.5873","13.2596","1828.8",False,"89.61","303.05","4.23","1859.28",NULL,False,0,"2025-07-17 15:10:03.32689+05:30"
444,"80160a","IGO639P ","India","1752745197","1752745197","73.8223","17.2963","10675.62",False,"223.2","145.14","0.33","11330.94",NULL,False,0,"2025-07-17 15:10:03.408636+05:30"
445,"801653","GOA5502 ","India","1752745140","1752745140","77.5873","13.2596","1828.8",False,"89.61","303.05","4.23","1859.28",NULL,False,0,"2025-07-17 15:10:03.392394+05:30"
446,"801616","IGO53AE ","India","1752745195","1752745195","73.0702","20.0123","9448.8",False,"235.89","351.09","0","10050.78",NULL,False,0,"2025-07-17 15:10:03.47059+05:30"
447,"80160a","IGO639P ","India","1752745197","1752745197","73.8223","17.2963","10675.62",False,"223.2","145.14","0.33","11330.94",NULL,False,0,"2025-07-17 15:10:03.511484+05:30"
448,"801623","AXB1214 ","India","1752745197","1752745197","73.3166","16.1855","5867.4",False,"193.03","333.23","5.53","6111.24",NULL,False,0,"2025-07-17 15:10:03.51894+05:30"
449,"801616","IGO53AE ","India","1752745195","1752745195","73.0702","20.0123","9448.8",False,"235.89","351.09","0","10050.78",NULL,False,0,"2025-07-17 15:10:03.608522+05:30"
450,"80160d","AXB2738 ","India","1752745170","1752745170","77.8246","13.1885","1478.28",False,"79.23","270.37","-3.9","1402.08",NULL,False,0,"2025-07-17 15:10:03.680033+05:30"
451,"801623","AXB1214 ","India","1752745197","1752745197","73.3166","16.1855","5867.4",False,"193.03","333.23","5.53","6111.24",NULL,False,0,"2025-07-17 15:10:03.759767+05:30"
452,"80161c","","India","1752745186","1752745186","75.4175","11.8369","7101.84",False,"190.81","312.38","4.55","7414.26",NULL,False,0,"2025-07-17 15:10:03.840492+05:30"
453,"80160d","AXB2738 ","India","1752745170","1752745170","77.8246","13.1885","1478.28",False,"79.23","270.37","-3.9","1402.08",NULL,False,0,"2025-07-17 15:10:03.935249+05:30"
454,"801627","AXB1153 ","India","1752745194","1752745196","76.8411","28.9012","2827.02",False,"126.9","193.36","-3.58","2872.74",NULL,False,0,"2025-07-17 15:10:03.983377+05:30"
455,"80161c","","India","1752745186","1752745186","75.4175","11.8369","7101.84",False,"190.81","312.38","4.55","7414.26",NULL,False,0,"2025-07-17 15:10:04.046967+05:30"
456,"801632","AKJ156C ","India","1752745197","1752745197","86.5854","22.9666","8351.52",False,"201.81","92.19","-8.78","8869.68","0337",False,0,"2025-07-17 15:10:04.129861+05:30"
457,"801627","AXB1153 ","India","1752745194","1752745196","76.8411","28.9012","2827.02",False,"126.9","193.36","-3.58","2872.74",NULL,False,0,"2025-07-17 15:10:04.154255+05:30"
458,"80161d","AKJ136V ","India","1752745176","1752745176","77.5188","13.7572","5501.64",False,"194.41","333.43","9.1","5699.76",NULL,False,0,"2025-07-17 15:10:04.236818+05:30"
459,"801632","AKJ156C ","India","1752745197","1752745197","86.5854","22.9666","8351.52",False,"201.81","92.19","-8.78","8869.68","0337",False,0,"2025-07-17 15:10:04.297235+05:30"
460,"801685","AXB1596 ","India","1752745196","1752745196","88.1018","22.6763","3954.78",False,"163.74","308.24","15.93","4069.08","1361",False,0,"2025-07-17 15:10:04.310768+05:30"
461,"80161d","AKJ136V ","India","1752745176","1752745176","77.5188","13.7572","5501.64",False,"194.41","333.43","9.1","5699.76",NULL,False,0,"2025-07-17 15:10:04.463976+05:30"
462,"80167f","AIC2465 ","India","1752745197","1752745197","77.0525","27.1379","9281.16",False,"195.17","182.57","5.53","9898.38",NULL,False,0,"2025-07-17 15:10:04.543793+05:30"
463,"801685","AXB1596 ","India","1752745196","1752745196","88.1018","22.6763","3954.78",False,"163.74","308.24","15.93","4069.08","1361",False,0,"2025-07-17 15:10:04.659691+05:30"
464,"801699","AXB1574 ","India","1752745196","1752745196","77.7496","13.4872","4404.36",False,"167.57","57.92","6.83","4526.28",NULL,False,0,"2025-07-17 15:10:04.687779+05:30"
465,"80167f","AIC2465 ","India","1752745197","1752745197","77.0525","27.1379","9281.16",False,"195.17","182.57","5.53","9898.38",NULL,False,0,"2025-07-17 15:10:04.752115+05:30"
466,"80164b","IGO1154 ","India","1752745197","1752745197","78.3779","28.4894","7879.08",False,"235.57","288.99","-6.83","8404.86",NULL,False,0,"2025-07-17 15:10:04.843419+05:30"
467,"801699","AXB1574 ","India","1752745196","1752745196","77.7496","13.4872","4404.36",False,"167.57","57.92","6.83","4526.28",NULL,False,0,"2025-07-17 15:10:04.882435+05:30"
468,"80164e","AIC2628 ","India","1752745197","1752745197","72.8355","17.6735","9669.78",False,"245.47","1.44","4.23","10241.28",NULL,False,0,"2025-07-17 15:10:04.940658+05:30"
469,"80164b","IGO1154 ","India","1752745197","1752745197","78.3779","28.4894","7879.08",False,"235.57","288.99","-6.83","8404.86",NULL,False,0,"2025-07-17 15:10:05.057576+05:30"
470,"801663","IGO2521 ","India","1752745196","1752745196","78.5832","27.8821","7018.02",False,"210.32","124.23","-0.33","7406.64",NULL,False,0,"2025-07-17 15:10:05.120166+05:30"
471,"80164e","AIC2628 ","India","1752745197","1752745197","72.8355","17.6735","9669.78",False,"245.47","1.44","4.23","10241.28",NULL,False,0,"2025-07-17 15:10:05.169324+05:30"
472,"801667","AIC388  ","India","1752745196","1752745196","89.4311","20.7556","11407.14",False,"235.72","134.82","3.9","12169.14","0553",False,0,"2025-07-17 15:10:05.252227+05:30"
473,"801663","IGO2521 ","India","1752745196","1752745196","78.5832","27.8821","7018.02",False,"210.32","124.23","-0.33","7406.64",NULL,False,0,"2025-07-17 15:10:05.294799+05:30"
474,"801660","VTZTT   ","India","1752745197","1752745197","73.9944","17.5102","11887.2",False,"221.9","148.56","0","12618.72",NULL,False,0,"2025-07-17 15:10:05.340532+05:30"
475,"801667","AIC388  ","India","1752745196","1752745196","89.4311","20.7556","11407.14",False,"235.72","134.82","3.9","12169.14","0553",False,0,"2025-07-17 15:10:05.443121+05:30"
476,"801673","AXB711  ","India","1752745196","1752745196","70.7745","17.7021","10363.2",False,"251.93","296.3","0.33","10995.66",NULL,False,0,"2025-07-17 15:10:05.484645+05:30"
477,"801660","VTZTT   ","India","1752745197","1752745197","73.9944","17.5102","11887.2",False,"221.9","148.56","0","12618.72",NULL,False,0,"2025-07-17 15:10:05.524133+05:30"
478,"801670","AXB2656 ","India","1752745196","1752745197","87.2791","22.9767","11582.4",False,"247.87","212.8","-0.33","12359.64","2614",False,0,"2025-07-17 15:10:05.620657+05:30"
479,"801673","AXB711  ","India","1752745196","1752745196","70.7745","17.7021","10363.2",False,"251.93","296.3","0.33","10995.66",NULL,False,0,"2025-07-17 15:10:05.728845+05:30"
480,"801670","AXB2656 ","India","1752745196","1752745197","87.2791","22.9767","11582.4",False,"247.87","212.8","-0.33","12359.64","2614",False,0,"2025-07-17 15:10:05.840151+05:30"
481,"801641","AXB1142 ","India","1752745199","1752745200","87.7786","26.0981","11277.6",False,"233.11","88.61","0","12054.84","0533",False,0,"2025-07-17 15:10:19.096527+05:30"
482,"801653","GOA5502 ","India","1752745140","1752745140","77.5873","13.2596","1828.8",False,"89.61","303.05","4.23","1859.28",NULL,False,0,"2025-07-17 15:10:19.096527+05:30"
483,"80160a","IGO639P ","India","1752745202","1752745202","73.8289","17.2873","10675.62",False,"223.2","145.14","0.33","11346.18",NULL,False,0,"2025-07-17 15:10:19.096527+05:30"
484,"801616","IGO53AE ","India","1752745195","1752745195","73.0702","20.0123","9448.8",False,"235.89","351.09","0","10050.78",NULL,False,0,"2025-07-17 15:10:19.096527+05:30"
485,"801623","AXB1214 ","India","1752745202","1752745202","73.3122","16.194","5897.88",False,"194.18","333.23","5.2","6141.72",NULL,False,0,"2025-07-17 15:10:19.096527+05:30"
486,"80160d","AXB2738 ","India","1752745170","1752745170","77.8246","13.1885","1478.28",False,"79.23","270.37","-3.9","1402.08",NULL,False,0,"2025-07-17 15:10:19.096527+05:30"
487,"80161c","","India","1752745186","1752745201","75.4175","11.8369","7101.84",False,"193.34","312.52","5.53","7437.12",NULL,False,0,"2025-07-17 15:10:19.096527+05:30"
488,"801627","AXB1153 ","India","1752745201","1752745202","76.8392","28.8943","2796.54",False,"125.4","193.52","-3.58","2834.64",NULL,False,0,"2025-07-17 15:10:19.096527+05:30"
489,"801632","AKJ156C ","India","1752745203","1752745203","86.597","22.9662","8305.8",False,"201.79","92.05","-8.78","8823.96","0337",False,0,"2025-07-17 15:10:19.112566+05:30"
490,"80161d","AKJ136V ","India","1752745176","1752745176","77.5188","13.7572","5501.64",False,"194.41","333.43","9.1","5699.76",NULL,False,0,"2025-07-17 15:10:19.112566+05:30"
491,"801685","AXB1596 ","India","1752745202","1752745202","88.0946","22.6816","4038.6",False,"164.15","308.13","13.98","4168.14","1361",False,0,"2025-07-17 15:10:19.112566+05:30"
492,"80167f","AIC2465 ","India","1752745203","1752745203","77.0519","27.1276","9304.02",False,"195.73","182.86","3.9","9928.86",NULL,False,0,"2025-07-17 15:10:19.112566+05:30"
493,"801699","AXB1574 ","India","1752745202","1752745202","77.7574","13.4921","4450.08",False,"168.24","57.23","8.45","4572",NULL,False,0,"2025-07-17 15:10:19.112566+05:30"
494,"80164b","IGO1154 ","India","1752745203","1752745203","78.3643","28.4935","7840.98",False,"234.43","288.95","-6.83","8328.66",NULL,False,0,"2025-07-17 15:10:19.112566+05:30"
495,"80164e","AIC2628 ","India","1752745201","1752745201","72.8358","17.6849","9692.64",False,"245.47","1.44","3.9","10279.38",NULL,False,0,"2025-07-17 15:10:19.112566+05:30"
496,"801663","IGO2521 ","India","1752745202","1752745202","78.5929","27.8762","7018.02",False,"209.9","124.31","-0.33","7406.64",NULL,False,0,"2025-07-17 15:10:19.112566+05:30"
497,"801667","AIC388  ","India","1752745202","1752745202","89.4403","20.7466","11430",False,"235.42","136.33","4.55","12192","0553",False,0,"2025-07-17 15:10:19.112566+05:30"
498,"801660","VTZTT   ","India","1752745202","1752745202","74","17.5015","11887.2",False,"221.9","148.56","-0.33","12618.72",NULL,False,0,"2025-07-17 15:10:19.112566+05:30"
499,"801673","AXB711  ","India","1752745202","1752745202","70.7617","17.7081","10363.2",False,"252.16","296.15","0","10995.66",NULL,False,0,"2025-07-17 15:10:19.112566+05:30"
500,"801670","AXB2656 ","India","1752745202","1752745202","87.2714","22.9655","11582.4",False,"247.9","212.37","-0.33","12367.26","2614",False,0,"2025-07-17 15:10:19.112566+05:30"
501,"801641","AXB1142 ","India","1752745215","1752745215","87.8144","26.0989","11277.6",False,"233.11","88.61","0","12054.84","0533",False,0,"2025-07-17 15:10:19.778288+05:30"
502,"801653","GOA5502 ","India","1752745140","1752745208","77.5873","13.2596","1828.8",False,"80.22","302.16","4.88","1889.76",NULL,False,0,"2025-07-17 15:10:19.810004+05:30"
503,"80160a","IGO639P ","India","1752745216","1752745216","73.8452","17.2648","10675.62",False,"222.91","145.25","0","11346.18",NULL,False,0,"2025-07-17 15:10:19.85787+05:30"
504,"801616","IGO53AE ","India","1752745195","1752745195","73.0702","20.0123","9448.8",False,"235.89","351.09","0","10050.78",NULL,False,0,"2025-07-17 15:10:19.96979+05:30"
505,"801623","AXB1214 ","India","1752745211","1752745211","73.3046","16.2086","5943.6",False,"195.56","333.1","4.55","6179.82",NULL,False,0,"2025-07-17 15:10:20.032854+05:30"
506,"80160d","AXB2738 ","India","1752745215","1752745215","77.7948","13.1888","1310.64",False,"67.91","270.43","-3.25","1226.82",NULL,False,0,"2025-07-17 15:10:20.1123+05:30"
507,"80161c","","India","1752745186","1752745215","75.4175","11.8369","7101.84",False,"195.55","312.33","5.2","7444.74",NULL,False,0,"2025-07-17 15:10:20.146514+05:30"
508,"801627","AXB1153 ","India","1752745215","1752745215","76.835","28.8787","2750.82",False,"120.54","193.32","-3.9","2796.54",NULL,False,0,"2025-07-17 15:10:20.258974+05:30"
509,"801632","AKJ156C ","India","1752745216","1752745216","86.6232","22.9653","8183.88",False,"200.74","91.91","-8.78","8694.42","0337",False,0,"2025-07-17 15:10:20.302008+05:30"
510,"80161d","AKJ136V ","India","1752745176","1752745176","77.5188","13.7572","5501.64",False,"194.41","333.43","9.1","5699.76",NULL,False,0,"2025-07-17 15:10:20.352261+05:30"
511,"801685","AXB1596 ","India","1752745215","1752745215","88.078","22.6937","4229.1",False,"165.19","308.3","14.31","4366.26","1361",False,0,"2025-07-17 15:10:20.406387+05:30"
512,"80167f","AIC2465 ","India","1752745215","1752745215","77.0506","27.1047","9349.74",False,"197.79","182.83","2.6","9974.58",NULL,False,0,"2025-07-17 15:10:20.525119+05:30"
513,"801699","AXB1574 ","India","1752745215","1752745215","77.7739","13.5026","4579.62",False,"167.51","56.65","10.08","4709.16",NULL,False,0,"2025-07-17 15:10:20.565729+05:30"
514,"80164b","IGO1154 ","India","1752745216","1752745216","78.3354","28.5023","7749.54",False,"232.15","288.88","-6.5","8221.98",NULL,False,0,"2025-07-17 15:10:20.663836+05:30"
515,"80164e","AIC2628 ","India","1752745215","1752745215","72.8366","17.7152","9745.98",False,"245.47","1.44","4.23","10332.72",NULL,False,0,"2025-07-17 15:10:20.725785+05:30"
516,"801663","IGO2521 ","India","1752745215","1752745215","78.6166","27.8619","7033.26",False,"209.18","124.28","5.2","7429.5",NULL,False,0,"2025-07-17 15:10:20.806688+05:30"
517,"801667","AIC388  ","India","1752745215","1752745215","89.4604","20.7266","11498.58",False,"234.75","136.86","4.55","12260.58","0553",False,0,"2025-07-17 15:10:20.844275+05:30"
